"participant";"trial";"practice";"speed";"delta_luminance";"action";"completion_time";"edgeA_speed";"edgeA_color";"edgeB_original_speed";"edgeB_speed";"edgeB_color";"delta_speed"
"0";"0";"true";"5.358";"11";"increase";"27.689";"5.358";"#252525";"1.5510000000000002";"5.971350000000005";"#525252";"0.6133500000000045"
"0";"1";"true";"19.345200000000002";"40";"decrease";"23.79";"19.345200000000002";"#252525";"36.755880000000005";"23.69787";"#969696";"4.3526700000000025"
"0";"2";"true";"36.755880000000005";"70";"decrease";"47.677";"36.755880000000005";"#252525";"69.936";"50.63916300000005";"#d9d9d9";"13.883283000000054"
"0";"3";"true";"19.345200000000002";"0";"increase";"34.932";"19.345200000000002";"#252525";"10.1802";"20.82006";"#252525";"1.474859999999999"
"0";"4";"false";"5.358";"70";"decrease";"68.429";"5.358";"#252525";"10.1802";"7.367250000000007";"#d9d9d9";"2.0092500000000073"
"0";"5";"false";"5.358";"70";"increase";"25.427";"5.358";"#252525";"1.5510000000000002";"5.569500000000006";"#d9d9d9";"0.21150000000000552"
"0";"6";"false";"19.345200000000002";"11";"increase";"31.091";"19.345200000000002";"#252525";"10.1802";"18.40191";"#525252";"-0.9432900000000006"
"0";"7";"false";"19.345200000000002";"11";"decrease";"33.739";"19.345200000000002";"#252525";"36.755880000000005";"23.69787";"#525252";"4.3526700000000025"
"0";"8";"false";"19.345200000000002";"70";"decrease";"44.202";"19.345200000000002";"#252525";"36.755880000000005";"26.116020000000002";"#d9d9d9";"6.770820000000002"
"0";"9";"false";"19.345200000000002";"70";"increase";"35.911";"19.345200000000002";"#252525";"10.1802";"17.918280000000003";"#d9d9d9";"-1.4269200000000006"
"0";"10";"false";"36.755880000000005";"11";"increase";"77.548";"36.755880000000005";"#252525";"19.345200000000002";"37.723140000000036";"#525252";"0.9672600000000401"
"0";"11";"false";"36.755880000000005";"11";"decrease";"30.189";"36.755880000000005";"#252525";"69.936";"44.20688400000007";"#525252";"7.451004000000068"
"0";"12";"false";"5.358";"11";"decrease";"18.216";"5.358";"#252525";"10.1802";"8.438850000000004";"#525252";"3.0808500000000043"
"0";"13";"false";"5.358";"11";"increase";"34.95";"5.358";"#252525";"1.5510000000000002";"4.497900000000004";"#525252";"-0.8600999999999966"
"0";"14";"false";"36.755880000000005";"70";"increase";"70.194";"36.755880000000005";"#252525";"19.345200000000002";"31.290861000000028";"#d9d9d9";"-5.465018999999977"
"0";"15";"false";"36.755880000000005";"70";"decrease";"19.714";"36.755880000000005";"#252525";"69.936";"52.47695700000005";"#d9d9d9";"15.721077000000047"
"0";"16";"false";"19.345200000000002";"0";"decrease";"40.964";"19.345200000000002";"#252525";"36.755880000000005";"28.05054";"#252525";"8.705340000000001"
"0";"17";"false";"19.345200000000002";"0";"increase";"60.373";"19.345200000000002";"#252525";"10.1802";"17.918280000000003";"#252525";"-1.4269200000000006"
"0";"18";"false";"5.358";"11";"increase";"24.508";"5.358";"#252525";"1.5510000000000002";"4.899750000000004";"#525252";"-0.4582499999999958"
"0";"19";"false";"5.358";"11";"decrease";"60.865";"5.358";"#252525";"10.1802";"5.22405000000001";"#525252";"-0.13394999999998963"
"0";"20";"false";"5.358";"0";"decrease";"64.623";"5.358";"#252525";"10.1802";"6.29565000000001";"#252525";"0.9376500000000101"
"0";"21";"false";"5.358";"0";"increase";"49.319";"5.358";"#252525";"1.5510000000000002";"7.042950000000002";"#252525";"1.6849500000000017"
"0";"22";"false";"36.755880000000005";"40";"increase";"45.747";"36.755880000000005";"#252525";"19.345200000000002";"35.88534600000004";"#969696";"-0.8705339999999648"
"0";"23";"false";"36.755880000000005";"40";"decrease";"39.549";"36.755880000000005";"#252525";"69.936";"42.36909000000006";"#969696";"5.613210000000063"
"0";"24";"false";"19.345200000000002";"11";"decrease";"53.177";"19.345200000000002";"#252525";"36.755880000000005";"21.763350000000006";"#525252";"2.4181500000000025"
"0";"25";"false";"19.345200000000002";"11";"increase";"27.131";"19.345200000000002";"#252525";"10.1802";"17.434649999999998";"#525252";"-1.9105500000000006"
"0";"26";"false";"36.755880000000005";"70";"increase";"19.681";"36.755880000000005";"#252525";"19.345200000000002";"32.20975800000003";"#d9d9d9";"-4.546121999999975"
"0";"27";"false";"36.755880000000005";"70";"decrease";"64.154";"36.755880000000005";"#252525";"69.936";"49.72026600000006";"#d9d9d9";"12.964386000000056"
"0";"28";"false";"5.358";"40";"decrease";"24.039";"5.358";"#252525";"10.1802";"6.831450000000009";"#969696";"1.4734500000000088"
"0";"29";"false";"5.358";"40";"increase";"29.872";"5.358";"#252525";"1.5510000000000002";"4.631850000000004";"#969696";"-0.7261499999999964"
"0";"30";"false";"5.358";"70";"increase";"34.453";"5.358";"#252525";"1.5510000000000002";"5.837400000000005";"#d9d9d9";"0.4794000000000048"
"0";"31";"false";"5.358";"70";"decrease";"33.145";"5.358";"#252525";"10.1802";"7.903050000000005";"#d9d9d9";"2.545050000000006"
"0";"32";"false";"5.358";"0";"decrease";"130.611";"5.358";"#252525";"10.1802";"6.1617000000000095";"#252525";"0.8037000000000104"
"0";"33";"false";"5.358";"0";"increase";"34.497";"5.358";"#252525";"1.5510000000000002";"6.6411000000000024";"#252525";"1.2831000000000026"
"0";"34";"false";"36.755880000000005";"11";"increase";"41.196";"36.755880000000005";"#252525";"19.345200000000002";"37.723140000000036";"#525252";"0.9672600000000401"
"0";"35";"false";"36.755880000000005";"11";"decrease";"31.563";"36.755880000000005";"#252525";"69.936";"41.45019300000006";"#525252";"4.69431300000006"
"0";"36";"false";"5.358";"40";"decrease";"21.643";"5.358";"#252525";"10.1802";"6.563550000000009";"#969696";"1.2055500000000092"
"0";"37";"false";"5.358";"40";"increase";"41.911";"5.358";"#252525";"1.5510000000000002";"4.899750000000004";"#969696";"-0.4582499999999958"
"0";"38";"false";"19.345200000000002";"40";"increase";"24.243";"19.345200000000002";"#252525";"10.1802";"19.852800000000002";"#969696";"0.5075999999999992"
"0";"39";"false";"19.345200000000002";"40";"decrease";"66.769";"19.345200000000002";"#252525";"36.755880000000005";"25.632390000000004";"#969696";"6.287190000000002"
"0";"40";"false";"19.345200000000002";"40";"decrease";"31.914";"19.345200000000002";"#252525";"36.755880000000005";"26.59965";"#969696";"7.254450000000002"
"0";"41";"false";"19.345200000000002";"40";"increase";"24.417";"19.345200000000002";"#252525";"10.1802";"18.40191";"#969696";"-0.9432900000000006"
"0";"42";"false";"36.755880000000005";"0";"increase";"19.158";"36.755880000000005";"#252525";"19.345200000000002";"28.534170000000017";"#252525";"-8.221709999999984"
"0";"43";"false";"36.755880000000005";"0";"decrease";"58.398";"36.755880000000005";"#252525";"69.936";"45.12578100000007";"#252525";"8.36990100000007"
"0";"44";"false";"19.345200000000002";"0";"decrease";"32.78";"19.345200000000002";"#252525";"36.755880000000005";"24.1815";"#252525";"4.836300000000002"
"0";"45";"false";"19.345200000000002";"0";"increase";"16.789";"19.345200000000002";"#252525";"10.1802";"17.434649999999998";"#252525";"-1.9105500000000006"
"0";"46";"false";"36.755880000000005";"40";"increase";"15.246";"36.755880000000005";"#252525";"19.345200000000002";"33.12865500000003";"#969696";"-3.6272249999999726"
"0";"47";"false";"36.755880000000005";"40";"decrease";"44.399";"36.755880000000005";"#252525";"69.936";"39.61239900000005";"#969696";"2.856519000000055"
"0";"48";"false";"36.755880000000005";"0";"decrease";"28.684";"36.755880000000005";"#252525";"69.936";"39.61239900000005";"#252525";"2.856519000000055"
"0";"49";"false";"36.755880000000005";"0";"increase";"14.157";"36.755880000000005";"#252525";"19.345200000000002";"31.290861000000028";"#252525";"-5.465018999999977"
"0";"50";"false";"19.345200000000002";"70";"increase";"13.902";"19.345200000000002";"#252525";"10.1802";"16.95102";"#d9d9d9";"-2.3941800000000004"
"0";"51";"false";"19.345200000000002";"70";"decrease";"47.295";"19.345200000000002";"#252525";"36.755880000000005";"23.69787";"#d9d9d9";"4.3526700000000025"
